201 1 1.6742 3 2 3 -9999 -9999 -9999 -9999 -9999 -9999 "AT1352"
202 1 1.2557 4 2 5 2 5 1 -9999 -9999 -9999 "AT1357"
203 1 0.8371 2 2 1 4 4 4 -9999 -9999 -9999 "AT1358"
204 1 1.2557 3 2 4 -9999 -9999 -9999 3 2 4 "AT1359"
205 1 0.8371 4 2 5 -9999 -9999 -9999 -9999 -9999 -9999 "AT1360"
206 1 1.2557 5 2 4 -9999 -9999 -9999 5 1 4 "AT1362"
207 1 0.4186 4 1 3 -9999 -9999 -9999 -9999 -9999 -9999 "AT1363"
208 1 0.8371 5 1 4 -9999 -9999 -9999 -9999 -9999 -9999 "AT1364"
209 1 1.6742 -9999 -9999 -9999 -9999 -9999 -9999 4 5 2 "AT1369"
210 1 0.4186 3 3 4 3 3 2 -9999 -9999 -9999 "AT1370"
211 1 0.4186 3 2 5 2 3 1 -9999 -9999 -9999 "AT1371"
212 1 0.8371 5 1 5 -9999 -9999 -9999 -9999 -9999 -9999 "AT1373"
213 1 0.8371 1 1 3 -9999 -9999 -9999 3 3 3 "AT1375"
214 1 0.8371 2 2 4 -9999 -9999 -9999 1 1 5 "AT1377"
215 1 1.6742 4 1 3 -9999 -9999 -9999 3 1 3 "AT138"
216 1 0.4186 2 1 3 1 1 1 -9999 -9999 -9999 "AT1381"
217 1 1.2557 5 2 3 1 4 3 -9999 -9999 -9999 "AT1383"
218 1 0.4186 4 2 5 -9999 -9999 -9999 4 3 5 "AT1385"
219 1 0.8371 1 2 -9999 5 -9999 2 -9999 -9999 -9999 "AT1386"
220 1 0.4186 3 1 3 -9999 -9999 -9999 3 1 3 "AT1388"
221 1 0.8371 3 1 5 -9999 -9999 -9999 -9999 -9999 -9999 "AT1389"
222 1 0.8371 3 2 4 -9999 -9999 -9999 -9999 -9999 -9999 "AT139"
223 1 0.4186 2 2 3 2 3 3 -9999 -9999 -9999 "AT1390"
224 1 0.4186 1 1 3 -9999 -9999 -9999 -9999 -9999 -9999 "AT1394"
225 1 1.2557 4 2 4 -9999 -9999 -9999 -9999 -9999 -9999 "AT1396"
226 1 0.4186 2 2 3 -9999 -9999 -9999 -9999 -9999 -9999 "AT1397"
227 1 1.2557 1 1 5 -9999 -9999 -9999 2 1 5 "AT1398"
228 1 2.0928 2 1 4 4 3 1 -9999 -9999 -9999 "AT140"
229 1 0.8371 2 2 4 4 4 1 -9999 -9999 -9999 "AT1400"
230 1 0.4186 2 2 1 -9999 -9999 -9999 -9999 -9999 -9999 "AT1401"
231 1 0.8371 2 4 3 -9999 -9999 -9999 2 4 3 "AT1402"
232 1 0.4186 1 1 1 -9999 -9999 -9999 1 1 1 "AT1406"
233 1 1.6742 3 2 4 -9999 -9999 -9999 3 3 5 "AT1407"
234 1 0.4186 4 1 4 -9999 -9999 -9999 3 1 5 "AT1408"
235 1 1.2557 2 2 4 4 4 1 -9999 -9999 -9999 "AT141"
236 1 0.8371 4 3 3 2 4 3 -9999 -9999 -9999 "AT1410"
237 1 0.8371 2 1 2 -9999 -9999 -9999 2 3 3 "AT1412"
238 1 0.4186 3 2 3 -9999 -9999 -9999 3 3 3 "AT1414"
239 1 1.6742 1 3 5 2 2 1 -9999 -9999 -9999 "AT142"
240 1 0.4186 4 1 4 -9999 -9999 -9999 -9999 -9999 -9999 "AT1420"
241 1 0.8371 3 2 5 -9999 -9999 -9999 -9999 -9999 -9999 "AT1421"
242 1 0.8371 1 4 2 5 2 4 -9999 -9999 -9999 "AT1422"
243 1 0.8371 1 2 3 -9999 -9999 -9999 2 3 3 "AT1423"
244 1 1.2557 1 5 4 4 3 1 -9999 -9999 -9999 "AT1424"
245 1 0.8371 1 5 4 -9999 -9999 -9999 3 1 5 "AT1425"
246 1 0.8371 3 1 2 3 2 4 -9999 -9999 -9999 "AT1426"
247 1 1.2557 2 4 5 -9999 -9999 -9999 -9999 -9999 -9999 "AT1430"
248 1 0.8371 2 1 5 -9999 -9999 -9999 -9999 -9999 -9999 "AT1432"
249 1 0.8371 1 3 5 -9999 -9999 -9999 2 3 4 "AT1434"
250 1 0.8371 2 3 3 -9999 -9999 -9999 -9999 -9999 -9999 "AT1436"
251 1 0.8371 3 2 2 -9999 -9999 -9999 -9999 -9999 -9999 "AT1437"
252 1 0.8371 3 1 4 3 2 2 -9999 -9999 -9999 "AT1438"
253 1 0.8371 3 2 3 2 3 2 -9999 -9999 -9999 "AT1442"
254 1 1.2557 2 2 4 -9999 -9999 -9999 -9999 -9999 -9999 "AT1444"
255 1 1.2557 2 1 4 2 2 2 -9999 -9999 -9999 "AT1446"
256 1 0.8371 2 1 4 4 3 2 -9999 -9999 -9999 "AT1447"
257 1 0.8371 5 1 5 -9999 -9999 -9999 4 1 5 "AT1448"
258 1 0.8371 1 2 2 -9999 -9999 -9999 2 3 2 "AT145"
